SKU_NAME,FEED_DATE,CATEGORY,SUB_CATEGORY,ORDERED_REVENUE,ORDERED_UNITS,REP_OOS
B12020KBUI,5/18/2019,1000 Inputs,1002 Mice,0,0,0
B12020KBUI,5/19/2019,1000 Inputs,1002 Mice,0,0,0
B12020KBUI,5/22/2019,1000 Inputs,1002 Mice,0,0,0
B12020KBUI,5/23/2019,1000 Inputs,1002 Mice,0,0,0
B12020KBUI,5/27/2019,1000 Inputs,1002 Mice,0,0,0
B12020KBUI,5/28/2019,1000 Inputs,1002 Mice,0,0,0
D12125XVGK,8/17/2019,1000 Inputs,1002 Mice,49.95,1,0
D12125XVGK,8/18/2019,1000 Inputs,1002 Mice,0,0,0
D12125XVGK,8/21/2019,1000 Inputs,1002 Mice,0,0,0
D12125XVGK,8/22/2019,1000 Inputs,1002 Mice,0,0,0
C02228YPPT,6/24/2019,1000 Inputs,1004 Computer Headsets and Mics,8.5,1,0
C02228YPPT,6/25/2019,1000 Inputs,1004 Computer Headsets and Mics,0,0,0
B1212:PZ:V,5/1/2019,1000 Inputs,1006 Gamepads and Controllers,525.84,16,8.13
B1212:PZ:V,5/2/2019,1000 Inputs,1006 Gamepads and Controllers,395.88,12,0.21
B1212:PZ:V,5/3/2019,1000 Inputs,1006 Gamepads and Controllers,1385.58,42,8.22
B1212:PZ:V,5/4/2019,1000 Inputs,1006 Gamepads and Controllers,2341.3,70,12.08
B1212:PZ:V,5/5/2019,1000 Inputs,1006 Gamepads and Controllers,1104.07,33,14.08
B1212:PZ:V,5/6/2019,1000 Inputs,1006 Gamepads and Controllers,1644.53,47,12.37
B1212:PZ:V,5/7/2019,1000 Inputs,1006 Gamepads and Controllers,1224.65,35,11.68
B1212:PZ:V,5/8/2019,1000 Inputs,1006 Gamepads and Controllers,1294.63,37,15.35
B1212:PZ:V,5/9/2019,1000 Inputs,1006 Gamepads and Controllers,769.78,22,12.77
B1212:PZ:V,5/10/2019,1000 Inputs,1006 Gamepads and Controllers,1609.54,46,16.09
B1212:PZ:V,5/11/2019,1000 Inputs,1006 Gamepads and Controllers,1294.63,37,16.19
B1212:PZ:V,5/12/2019,1000 Inputs,1006 Gamepads and Controllers,1119.68,32,12.47
B1212:PZ:V,5/13/2019,1000 Inputs,1006 Gamepads and Controllers,1994.27,57,10.69
B1212:PZ:V,5/14/2019,1000 Inputs,1006 Gamepads and Controllers,1082.86,31,16.84
B1212:PZ:V,5/15/2019,1000 Inputs,1006 Gamepads and Controllers,1192.65,35,8.47
B1212:PZ:V,5/16/2019,1000 Inputs,1006 Gamepads and Controllers,1223.64,36,14.6
B1212:PZ:V,5/17/2019,1000 Inputs,1006 Gamepads and Controllers,1047.48,32,14.42
B1212:PZ:V,5/18/2019,1000 Inputs,1006 Gamepads and Controllers,984.27,30,13.41
B1212:PZ:V,5/19/2019,1000 Inputs,1006 Gamepads and Controllers,815.76,24,7.4
B1212:PZ:V,5/20/2019,1000 Inputs,1006 Gamepads and Controllers,1053.69,31,15.46
B1212:PZ:V,5/21/2019,1000 Inputs,1006 Gamepads and Controllers,1257.31,37,18.91
B1212:PZ:V,5/22/2019,1000 Inputs,1006 Gamepads and Controllers,1290.1,38,18.31
B1212:PZ:V,5/23/2019,1000 Inputs,1006 Gamepads and Controllers,1391.95,41,11.99
B1212:PZ:V,5/24/2019,1000 Inputs,1006 Gamepads and Controllers,268.58,8,10.63
B1212:PZ:V,5/25/2019,1000 Inputs,1006 Gamepads and Controllers,373.21,11,6.35
B1212:PZ:V,5/26/2019,1000 Inputs,1006 Gamepads and Controllers,407.45,12,13.27
B1212:PZ:V,5/27/2019,1000 Inputs,1006 Gamepads and Controllers,846.77,25,14.15
B1212:PZ:V,5/28/2019,1000 Inputs,1006 Gamepads and Controllers,1498.05,45,18.1
B1212:PZ:V,5/29/2019,1000 Inputs,1006 Gamepads and Controllers,1165.21,35,17.89
B1212:PZ:V,5/30/2019,1000 Inputs,1006 Gamepads and Controllers,612.05,18,11.9
B1212:PZ:V,5/31/2019,1000 Inputs,1006 Gamepads and Controllers,572.19,17,10.68
B1212:PZ:V,6/1/2019,1000 Inputs,1006 Gamepads and Controllers,915.45,27,15.4
B1212:PZ:V,6/2/2019,1000 Inputs,1006 Gamepads and Controllers,916.11,27,8.93
B1212:PZ:V,6/3/2019,1000 Inputs,1006 Gamepads and Controllers,271.44,8,1.22
B1212:PZ:V,6/4/2019,1000 Inputs,1006 Gamepads and Controllers,644.67,19,2.57
B1212:PZ:V,6/5/2019,1000 Inputs,1006 Gamepads and Controllers,814.32,24,11.22
B1212:PZ:V,6/6/2019,1000 Inputs,1006 Gamepads and Controllers,1323.27,39,26.67
B1212:PZ:V,6/7/2019,1000 Inputs,1006 Gamepads and Controllers,1325.61,39,23.7
B1212:PZ:V,6/8/2019,1000 Inputs,1006 Gamepads and Controllers,1189.19,35,19.19
B1212:PZ:V,6/9/2019,1000 Inputs,1006 Gamepads and Controllers,984.83,29,16.4
B1212:PZ:V,6/10/2019,1000 Inputs,1006 Gamepads and Controllers,1357.74,40,20.55
B1212:PZ:V,6/11/2019,1000 Inputs,1006 Gamepads and Controllers,1018,30,11.58
B1212:PZ:V,6/12/2019,1000 Inputs,1006 Gamepads and Controllers,1034.08,31,9.11
B1212:PZ:V,6/13/2019,1000 Inputs,1006 Gamepads and Controllers,1996.78,60,14.65
B1212:PZ:V,6/14/2019,1000 Inputs,1006 Gamepads and Controllers,1429.14,43,12.05
B1212:PZ:V,6/15/2019,1000 Inputs,1006 Gamepads and Controllers,1095.18,33,15.05
B1212:PZ:V,6/16/2019,1000 Inputs,1006 Gamepads and Controllers,1428.99,43,17.33
B1212:PZ:V,6/17/2019,1000 Inputs,1006 Gamepads and Controllers,1696.24,51,15.61
B1212:PZ:V,6/18/2019,1000 Inputs,1006 Gamepads and Controllers,1530.1,46,12.71
B1212:PZ:V,6/19/2019,1000 Inputs,1006 Gamepads and Controllers,1365.39,41,15.64
B1212:PZ:V,6/20/2019,1000 Inputs,1006 Gamepads and Controllers,1230.62,37,10.58
B1212:PZ:V,6/21/2019,1000 Inputs,1006 Gamepads and Controllers,1064.32,32,12.42
B1212:PZ:V,6/22/2019,1000 Inputs,1006 Gamepads and Controllers,1097.58,33,20.3
B1212:PZ:V,6/23/2019,1000 Inputs,1006 Gamepads and Controllers,1031.06,31,14.08
B1212:PZ:V,6/24/2019,1000 Inputs,1006 Gamepads and Controllers,900.29,27,10
B1212:PZ:V,6/25/2019,1000 Inputs,1006 Gamepads and Controllers,1097.51,33,15.4
B1212:PZ:V,6/26/2019,1000 Inputs,1006 Gamepads and Controllers,1134.03,34,13.98
B1212:PZ:V,6/27/2019,1000 Inputs,1006 Gamepads and Controllers,1395.66,42,15.05
B1212:PZ:V,6/28/2019,1000 Inputs,1006 Gamepads and Controllers,1394,42,14.16
B1212:PZ:V,6/29/2019,1000 Inputs,1006 Gamepads and Controllers,1294.41,39,12.83
B1212:PZ:V,6/30/2019,1000 Inputs,1006 Gamepads and Controllers,1270.46,38,10.17
B1212:PZ:V,7/1/2019,1000 Inputs,1006 Gamepads and Controllers,1197,36,13.43
B1212:PZ:V,7/2/2019,1000 Inputs,1006 Gamepads and Controllers,1197.8,36,12.57
B1212:PZ:V,7/3/2019,1000 Inputs,1006 Gamepads and Controllers,1131.08,34,14.82
B1212:PZ:V,7/4/2019,1000 Inputs,1006 Gamepads and Controllers,1233.95,37,15.25
B1212:PZ:V,7/5/2019,1000 Inputs,1006 Gamepads and Controllers,1393.07,41,17.43
B1212:PZ:V,7/6/2019,1000 Inputs,1006 Gamepads and Controllers,1324.83,39,15.75
B1212:PZ:V,7/7/2019,1000 Inputs,1006 Gamepads and Controllers,1426.94,42,14.48
B1212:PZ:V,7/8/2019,1000 Inputs,1006 Gamepads and Controllers,1391.95,41,23.01
B1212:PZ:V,7/9/2019,1000 Inputs,1006 Gamepads and Controllers,1445.52,44,13.95
B1212:PZ:V,7/10/2019,1000 Inputs,1006 Gamepads and Controllers,991.69,31,19.69
B1212:PZ:V,7/11/2019,1000 Inputs,1006 Gamepads and Controllers,1471.54,46,17.34
B1212:PZ:V,7/12/2019,1000 Inputs,1006 Gamepads and Controllers,1503.53,47,26.29
B1212:PZ:V,7/13/2019,1000 Inputs,1006 Gamepads and Controllers,1343.58,42,12.31
B1212:PZ:V,7/14/2019,1000 Inputs,1006 Gamepads and Controllers,1087.66,34,16.49
B1212:PZ:V,7/15/2019,1000 Inputs,1006 Gamepads and Controllers,1789.8,60,3.23
B1212:PZ:V,7/16/2019,1000 Inputs,1006 Gamepads and Controllers,2219.25,75,13.38
B1212:PZ:V,7/17/2019,1000 Inputs,1006 Gamepads and Controllers,1272.37,43,13.61
B1212:PZ:V,7/18/2019,1000 Inputs,1006 Gamepads and Controllers,1094.83,37,13.93
B1212:PZ:V,7/19/2019,1000 Inputs,1006 Gamepads and Controllers,1479.5,50,10.7
B1212:PZ:V,7/20/2019,1000 Inputs,1006 Gamepads and Controllers,2041.71,69,10.85
B1212:PZ:V,7/21/2019,1000 Inputs,1006 Gamepads and Controllers,1479.5,50,12.57
B1212:PZ:V,7/22/2019,1000 Inputs,1006 Gamepads and Controllers,1923.35,65,13.46
B1212:PZ:V,7/23/2019,1000 Inputs,1006 Gamepads and Controllers,1923.35,65,15.9
B1212:PZ:V,7/24/2019,1000 Inputs,1006 Gamepads and Controllers,1331.55,45,14.04
B1212:PZ:V,7/25/2019,1000 Inputs,1006 Gamepads and Controllers,2160.07,73,17.21
B1212:PZ:V,7/26/2019,1000 Inputs,1006 Gamepads and Controllers,1597.86,54,15.29
B1212:PZ:V,7/27/2019,1000 Inputs,1006 Gamepads and Controllers,1183.6,40,20.06
B1212:PZ:V,7/28/2019,1000 Inputs,1006 Gamepads and Controllers,1834.58,62,13.96
B1212:PZ:V,7/29/2019,1000 Inputs,1006 Gamepads and Controllers,1627.45,55,13.14
B1212:PZ:V,7/30/2019,1000 Inputs,1006 Gamepads and Controllers,1331.55,45,14.55
B1212:PZ:V,7/31/2019,1000 Inputs,1006 Gamepads and Controllers,1568.27,53,12.44
B1212:PZ:V,8/1/2019,1000 Inputs,1006 Gamepads and Controllers,1627.45,55,18.93
B1212:PZ:V,8/2/2019,1000 Inputs,1006 Gamepads and Controllers,2396.79,81,14.95
B1212:PZ:V,8/3/2019,1000 Inputs,1006 Gamepads and Controllers,1390.73,47,13.3
B1212:PZ:V,8/4/2019,1000 Inputs,1006 Gamepads and Controllers,1568.27,53,11.04
B1212:PZ:V,8/5/2019,1000 Inputs,1006 Gamepads and Controllers,1331.55,45,14.13
B1212:PZ:V,8/6/2019,1000 Inputs,1006 Gamepads and Controllers,2959,100,15.41
B1212:PZ:V,8/7/2019,1000 Inputs,1006 Gamepads and Controllers,1622.68,52,16.07
B1212:PZ:V,8/8/2019,1000 Inputs,1006 Gamepads and Controllers,1663.48,52,15.79
B1212:PZ:V,8/9/2019,1000 Inputs,1006 Gamepads and Controllers,1407.56,44,16.04
B1212:PZ:V,8/10/2019,1000 Inputs,1006 Gamepads and Controllers,1247.61,39,18.47
B1212:PZ:V,8/11/2019,1000 Inputs,1006 Gamepads and Controllers,1215.62,38,14.79
B1212:PZ:V,8/12/2019,1000 Inputs,1006 Gamepads and Controllers,1343.58,42,14.68
B1212:PZ:V,8/13/2019,1000 Inputs,1006 Gamepads and Controllers,1983.38,62,12.95
B1212:PZ:V,8/14/2019,1000 Inputs,1006 Gamepads and Controllers,991.69,31,12.31
B1212:PZ:V,8/15/2019,1000 Inputs,1006 Gamepads and Controllers,1599.5,50,12.85
B1212:PZ:V,8/16/2019,1000 Inputs,1006 Gamepads and Controllers,1471.54,46,13.47
B1212:PZ:V,8/17/2019,1000 Inputs,1006 Gamepads and Controllers,2079.35,65,10.55
B1212:PZ:V,8/18/2019,1000 Inputs,1006 Gamepads and Controllers,1919.4,60,12.53
B1212:PZ:V,8/19/2019,1000 Inputs,1006 Gamepads and Controllers,1951.39,61,12.54
B1212:PZ:V,8/20/2019,1000 Inputs,1006 Gamepads and Controllers,3199,100,14.83
B1212:PZ:V,8/21/2019,1000 Inputs,1006 Gamepads and Controllers,1535.52,48,12.39
B1212:PZ:V,8/22/2019,1000 Inputs,1006 Gamepads and Controllers,1791.44,56,15.47
B1212:PZ:V,8/23/2019,1000 Inputs,1006 Gamepads and Controllers,1433.95,54,11.91
B1212:PZ:V,8/24/2019,1000 Inputs,1006 Gamepads and Controllers,1976,76,13.32
B1212:PZ:V,8/25/2019,1000 Inputs,1006 Gamepads and Controllers,2496,96,10.15
B1212:PZ:V,8/26/2019,1000 Inputs,1006 Gamepads and Controllers,2340,90,12.31
B1212:PZ:V,8/27/2019,1000 Inputs,1006 Gamepads and Controllers,1586,61,15.13
B1212:PZ:V,8/28/2019,1000 Inputs,1006 Gamepads and Controllers,1794,69,15.7
B1212:PZ:V,8/29/2019,1000 Inputs,1006 Gamepads and Controllers,2288,88,16.86
B1212:PZ:V,8/30/2019,1000 Inputs,1006 Gamepads and Controllers,1924,74,24.24
B1212:PZ:V,8/31/2019,1000 Inputs,1006 Gamepads and Controllers,1872,72,16.34
D1000D20S:,6/29/2019,1000 Inputs,1003 Computer Speakers,0,0,0
B111S;CCLC,5/1/2019,1000 Inputs,1003 Computer Speakers,4305.69,431,3.02
B111S;CCLC,5/2/2019,1000 Inputs,1003 Computer Speakers,4245.75,425,2.86
B111S;CCLC,5/3/2019,1000 Inputs,1003 Computer Speakers,3526.47,353,3.61
B111S;CCLC,5/4/2019,1000 Inputs,1003 Computer Speakers,1828.17,183,3.71
B111S;CCLC,5/5/2019,1000 Inputs,1003 Computer Speakers,2077.92,208,3.03
B111S;CCLC,5/6/2019,1000 Inputs,1003 Computer Speakers,4605.39,461,2.12
B111S;CCLC,5/7/2019,1000 Inputs,1003 Computer Speakers,5204.79,521,2.96
B111S;CCLC,5/8/2019,1000 Inputs,1003 Computer Speakers,4915.08,492,2.65
B111S;CCLC,5/9/2019,1000 Inputs,1003 Computer Speakers,5134.86,514,2.58
B111S;CCLC,5/10/2019,1000 Inputs,1003 Computer Speakers,4315.68,432,3.76
B111S;CCLC,5/11/2019,1000 Inputs,1003 Computer Speakers,2167.83,217,2.76
B111S;CCLC,5/12/2019,1000 Inputs,1003 Computer Speakers,2027.97,203,3.18
B111S;CCLC,5/13/2019,1000 Inputs,1003 Computer Speakers,5214.78,522,2.28
B111S;CCLC,5/14/2019,1000 Inputs,1003 Computer Speakers,5124.87,513,2.25
B111S;CCLC,5/15/2019,1000 Inputs,1003 Computer Speakers,5494.5,550,3.3
B111S;CCLC,5/16/2019,1000 Inputs,1003 Computer Speakers,5354.64,536,3.05
B111S;CCLC,5/17/2019,1000 Inputs,1003 Computer Speakers,4605.39,461,2.92
B111S;CCLC,5/18/2019,1000 Inputs,1003 Computer Speakers,2167.83,217,3.65
B111S;CCLC,5/19/2019,1000 Inputs,1003 Computer Speakers,2537.46,254,4.33
B111S;CCLC,5/20/2019,1000 Inputs,1003 Computer Speakers,4781.7,530,3.19
B111S;CCLC,5/21/2019,1000 Inputs,1003 Computer Speakers,5347.05,595,2.81
B111S;CCLC,5/22/2019,1000 Inputs,1003 Computer Speakers,5104.32,568,3.9
B111S;CCLC,5/23/2019,1000 Inputs,1003 Computer Speakers,4566.92,508,3.86
B111S;CCLC,5/24/2019,1000 Inputs,1003 Computer Speakers,3710.87,413,3.76
B111S;CCLC,5/25/2019,1000 Inputs,1003 Computer Speakers,2101.66,234,4.37
B111S;CCLC,5/26/2019,1000 Inputs,1003 Computer Speakers,1708.1,190,5.05
B111S;CCLC,5/27/2019,1000 Inputs,1003 Computer Speakers,2499.22,278,3.92
B111S;CCLC,5/28/2019,1000 Inputs,1003 Computer Speakers,4530.96,504,3.54
B111S;CCLC,5/29/2019,1000 Inputs,1003 Computer Speakers,4944.5,550,2.49
B111S;CCLC,5/30/2019,1000 Inputs,1003 Computer Speakers,5404.84,516,3.2
B111S;CCLC,5/31/2019,1000 Inputs,1003 Computer Speakers,3804.54,346,3.4
B111S;CCLC,6/1/2019,1000 Inputs,1003 Computer Speakers,2285.92,208,3.03
B111S;CCLC,6/2/2019,1000 Inputs,1003 Computer Speakers,2066.12,188,3.51
B111S;CCLC,6/3/2019,1000 Inputs,1003 Computer Speakers,3307.99,301,4.02
B111S;CCLC,6/4/2019,1000 Inputs,1003 Computer Speakers,5198.27,473,2.91
B111S;CCLC,6/5/2019,1000 Inputs,1003 Computer Speakers,4654.77,423,3.17
B111S;CCLC,6/6/2019,1000 Inputs,1003 Computer Speakers,5352.13,487,2.48
B111S;CCLC,6/7/2019,1000 Inputs,1003 Computer Speakers,4330.06,394,2.37
B111S;CCLC,6/8/2019,1000 Inputs,1003 Computer Speakers,2329.88,212,4.23
B111S;CCLC,6/9/2019,1000 Inputs,1003 Computer Speakers,1780.38,162,2.86
B111S;CCLC,6/10/2019,1000 Inputs,1003 Computer Speakers,5385.1,490,2.23
B111S;CCLC,6/11/2019,1000 Inputs,1003 Computer Speakers,5121.34,466,3.05
B111S;CCLC,6/12/2019,1000 Inputs,1003 Computer Speakers,4637.78,422,2.14
B111S;CCLC,6/13/2019,1000 Inputs,1003 Computer Speakers,5156.21,479,2.61
B111S;CCLC,6/14/2019,1000 Inputs,1003 Computer Speakers,5073.92,508,3.28
B111S;CCLC,6/15/2019,1000 Inputs,1003 Computer Speakers,2216.78,222,2.69
B111S;CCLC,6/16/2019,1000 Inputs,1003 Computer Speakers,2182.81,219,3.26
B111S;CCLC,6/17/2019,1000 Inputs,1003 Computer Speakers,4844.15,485,2.3
B111S;CCLC,6/18/2019,1000 Inputs,1003 Computer Speakers,5160.83,517,2.78
B111S;CCLC,6/19/2019,1000 Inputs,1003 Computer Speakers,6050.94,606,3.05
B111S;CCLC,6/20/2019,1000 Inputs,1003 Computer Speakers,5284.71,529,2.97
B111S;CCLC,6/21/2019,1000 Inputs,1003 Computer Speakers,4695.3,470,2.94
B111S;CCLC,6/22/2019,1000 Inputs,1003 Computer Speakers,1968.03,197,3.67
B111S;CCLC,6/23/2019,1000 Inputs,1003 Computer Speakers,2627.37,263,2.8
B111S;CCLC,6/24/2019,1000 Inputs,1003 Computer Speakers,4518.79,421,3.26
B111S;CCLC,6/25/2019,1000 Inputs,1003 Computer Speakers,4217.17,383,2.45
B111S;CCLC,6/26/2019,1000 Inputs,1003 Computer Speakers,4519.89,411,3.09
B111S;CCLC,6/27/2019,1000 Inputs,1003 Computer Speakers,3769.57,343,4.22
B111S;CCLC,6/28/2019,1000 Inputs,1003 Computer Speakers,4044.32,368,3.06
B111S;CCLC,6/29/2019,1000 Inputs,1003 Computer Speakers,1835.33,167,3.11
B111S;CCLC,6/30/2019,1000 Inputs,1003 Computer Speakers,2033.15,185,3.21
B111S;CCLC,7/1/2019,1000 Inputs,1003 Computer Speakers,4275.11,389,2.84
B111S;CCLC,7/2/2019,1000 Inputs,1003 Computer Speakers,4363.03,397,2.42
B111S;CCLC,7/3/2019,1000 Inputs,1003 Computer Speakers,3890.46,354,2.49
B111S;CCLC,7/4/2019,1000 Inputs,1003 Computer Speakers,1549.59,141,4.55
B111S;CCLC,7/5/2019,1000 Inputs,1003 Computer Speakers,2989.28,272,3.82
B111S;CCLC,7/6/2019,1000 Inputs,1003 Computer Speakers,1714.44,156,2.62
B111S;CCLC,7/7/2019,1000 Inputs,1003 Computer Speakers,1560.58,142,4.2
B111S;CCLC,7/8/2019,1000 Inputs,1003 Computer Speakers,3604.72,328,3.6
B111S;CCLC,7/9/2019,1000 Inputs,1003 Computer Speakers,4461.94,406,3.34
B111S;CCLC,7/10/2019,1000 Inputs,1003 Computer Speakers,3879.47,353,3.67
B111S;CCLC,7/11/2019,1000 Inputs,1003 Computer Speakers,4099.27,373,4.12
B111S;CCLC,7/12/2019,1000 Inputs,1003 Computer Speakers,3912.44,356,3.5
B111S;CCLC,7/13/2019,1000 Inputs,1003 Computer Speakers,1945.23,177,4.04
B111S;CCLC,7/14/2019,1000 Inputs,1003 Computer Speakers,2176.02,198,4.91
B111S;CCLC,7/15/2019,1000 Inputs,1003 Computer Speakers,8187.55,745,2.37
B111S;CCLC,7/16/2019,1000 Inputs,1003 Computer Speakers,7846.86,714,2.8
B111S;CCLC,7/17/2019,1000 Inputs,1003 Computer Speakers,3582.74,326,3.06
B111S;CCLC,7/18/2019,1000 Inputs,1003 Computer Speakers,3659.67,333,4.56
B111S;CCLC,7/19/2019,1000 Inputs,1003 Computer Speakers,3395.91,309,4.35
B111S;CCLC,7/20/2019,1000 Inputs,1003 Computer Speakers,1494.64,136,3.73
B111S;CCLC,7/21/2019,1000 Inputs,1003 Computer Speakers,1573.35,165,3.05
B111S;CCLC,7/22/2019,1000 Inputs,1003 Computer Speakers,4057.22,428,3.72
B111S;CCLC,7/23/2019,1000 Inputs,1003 Computer Speakers,4190.08,442,3.13
B111S;CCLC,7/24/2019,1000 Inputs,1003 Computer Speakers,3312.01,349,5.38
B111S;CCLC,7/25/2019,1000 Inputs,1003 Computer Speakers,4023.76,424,3.78
B111S;CCLC,7/26/2019,1000 Inputs,1003 Computer Speakers,3323.5,350,2.25
B111S;CCLC,7/27/2019,1000 Inputs,1003 Computer Speakers,1825.08,192,2.67
B111S;CCLC,7/28/2019,1000 Inputs,1003 Computer Speakers,1169.33,117,2.99
B111S;CCLC,7/29/2019,1000 Inputs,1003 Computer Speakers,3418.08,342,3.56
B111S;CCLC,7/30/2019,1000 Inputs,1003 Computer Speakers,4515.48,452,3.88
B111S;CCLC,7/31/2019,1000 Inputs,1003 Computer Speakers,3845.02,368,3.72
B111S;CCLC,8/1/2019,1000 Inputs,1003 Computer Speakers,3259.59,309,2.9
B111S;CCLC,8/2/2019,1000 Inputs,1003 Computer Speakers,3383.89,321,2.83
B111S;CCLC,8/3/2019,1000 Inputs,1003 Computer Speakers,1233.18,117,2.37
B111S;CCLC,8/4/2019,1000 Inputs,1003 Computer Speakers,1960.07,203,3.1
B111S;CCLC,8/5/2019,1000 Inputs,1003 Computer Speakers,3823.48,404,2.98
B111S;CCLC,8/6/2019,1000 Inputs,1003 Computer Speakers,4213.06,444,5.26
B111S;CCLC,8/7/2019,1000 Inputs,1003 Computer Speakers,4127.1,435,3.81
B111S;CCLC,8/8/2019,1000 Inputs,1003 Computer Speakers,3520.79,371,4.75
B111S;CCLC,8/9/2019,1000 Inputs,1003 Computer Speakers,3482.83,367,2.4
B111S;CCLC,8/10/2019,1000 Inputs,1003 Computer Speakers,1518.4,160,3.89
B111S;CCLC,8/11/2019,1000 Inputs,1003 Computer Speakers,1575.34,166,5.23
B111S;CCLC,8/12/2019,1000 Inputs,1003 Computer Speakers,4052.23,427,3.27
B111S;CCLC,8/13/2019,1000 Inputs,1003 Computer Speakers,3368.95,355,1.28
B111S;CCLC,8/14/2019,1000 Inputs,1003 Computer Speakers,3767.53,397,2.57
B111S;CCLC,8/15/2019,1000 Inputs,1003 Computer Speakers,3425.89,361,3.78
B111S;CCLC,8/16/2019,1000 Inputs,1003 Computer Speakers,2932.41,309,1.8
B111S;CCLC,8/17/2019,1000 Inputs,1003 Computer Speakers,1565.85,165,2.85
B111S;CCLC,8/18/2019,1000 Inputs,1003 Computer Speakers,1359.64,136,1.94
B111S;CCLC,8/19/2019,1000 Inputs,1003 Computer Speakers,3876.62,388,3.02
B111S;CCLC,8/20/2019,1000 Inputs,1003 Computer Speakers,4045.95,405,3.03
B111S;CCLC,8/21/2019,1000 Inputs,1003 Computer Speakers,4346.15,435,3.87
B111S;CCLC,8/22/2019,1000 Inputs,1003 Computer Speakers,4305.69,431,3.34
B111S;CCLC,8/23/2019,1000 Inputs,1003 Computer Speakers,4465.53,447,4.72
B111S;CCLC,8/24/2019,1000 Inputs,1003 Computer Speakers,1758.24,176,3.01
B111S;CCLC,8/25/2019,1000 Inputs,1003 Computer Speakers,2037.96,204,3.29
B111S;CCLC,8/26/2019,1000 Inputs,1003 Computer Speakers,3226.77,323,3.17
B111S;CCLC,8/27/2019,1000 Inputs,1003 Computer Speakers,3796.2,380,3.18
B111S;CCLC,8/28/2019,1000 Inputs,1003 Computer Speakers,3526.47,353,3.37
B111S;CCLC,8/29/2019,1000 Inputs,1003 Computer Speakers,3896.1,390,4.02
B111S;CCLC,8/30/2019,1000 Inputs,1003 Computer Speakers,2927.07,293,5.07
B111S;CCLC,8/31/2019,1000 Inputs,1003 Computer Speakers,1628.37,163,4.4
D102VX\R52,5/1/2019,1000 Inputs,1004 Computer Headsets and Mics,18351.64,734,4.7
D102VX\R52,5/2/2019,1000 Inputs,1004 Computer Headsets and Mics,19070.56,771,5.74
D102VX\R52,5/3/2019,1000 Inputs,1004 Computer Headsets and Mics,14814.99,589,6.72
D102VX\R52,5/4/2019,1000 Inputs,1004 Computer Headsets and Mics,4373.3,175,6.68
D102VX\R52,5/5/2019,1000 Inputs,1004 Computer Headsets and Mics,5378.4,216,6.77
D102VX\R52,5/6/2019,1000 Inputs,1004 Computer Headsets and Mics,17688.94,698,5.25
D102VX\R52,5/7/2019,1000 Inputs,1004 Computer Headsets and Mics,18015.75,719,5.39
D102VX\R52,5/8/2019,1000 Inputs,1004 Computer Headsets and Mics,21291.57,852,5
D102VX\R52,5/9/2019,1000 Inputs,1004 Computer Headsets and Mics,16716.26,676,6.28
D102VX\R52,5/10/2019,1000 Inputs,1004 Computer Headsets and Mics,19432.12,888,5.23
D102VX\R52,5/11/2019,1000 Inputs,1004 Computer Headsets and Mics,4777.07,219,6.63
D102VX\R52,5/12/2019,1000 Inputs,1004 Computer Headsets and Mics,4546.92,208,8.48
D102VX\R52,5/13/2019,1000 Inputs,1004 Computer Headsets and Mics,21855.9,1000,5.62
D102VX\R52,5/14/2019,1000 Inputs,1004 Computer Headsets and Mics,17647.2,820,5.51
D102VX\R52,5/15/2019,1000 Inputs,1004 Computer Headsets and Mics,23083.95,1055,5.86
D102VX\R52,5/16/2019,1000 Inputs,1004 Computer Headsets and Mics,20598.49,941,6.8
D102VX\R52,5/17/2019,1000 Inputs,1004 Computer Headsets and Mics,17900.78,818,5.82
D102VX\R52,5/18/2019,1000 Inputs,1004 Computer Headsets and Mics,4579.45,209,8.03
D102VX\R52,5/19/2019,1000 Inputs,1004 Computer Headsets and Mics,4575.01,209,10.12
D102VX\R52,5/20/2019,1000 Inputs,1004 Computer Headsets and Mics,22393.47,1023,5.02
D102VX\R52,5/21/2019,1000 Inputs,1004 Computer Headsets and Mics,22135.79,1011,5.67
D102VX\R52,5/22/2019,1000 Inputs,1004 Computer Headsets and Mics,20452.94,937,5.32
D102VX\R52,5/23/2019,1000 Inputs,1004 Computer Headsets and Mics,21386.53,977,5.09
D102VX\R52,5/24/2019,1000 Inputs,1004 Computer Headsets and Mics,12942.23,591,6.93
D102VX\R52,5/25/2019,1000 Inputs,1004 Computer Headsets and Mics,5538.17,253,7.02
D102VX\R52,5/26/2019,1000 Inputs,1004 Computer Headsets and Mics,3808.86,174,7.72
D102VX\R52,5/27/2019,1000 Inputs,1004 Computer Headsets and Mics,6785.9,310,7.99
D102VX\R52,5/28/2019,1000 Inputs,1004 Computer Headsets and Mics,20471,936,6.02
D102VX\R52,5/29/2019,1000 Inputs,1004 Computer Headsets and Mics,20664.89,944,6.2
D102VX\R52,5/30/2019,1000 Inputs,1004 Computer Headsets and Mics,19569,895,6.61
D102VX\R52,5/31/2019,1000 Inputs,1004 Computer Headsets and Mics,16084.76,735,5.38
D102VX\R52,6/1/2019,1000 Inputs,1004 Computer Headsets and Mics,5187.93,237,7.58
D102VX\R52,6/2/2019,1000 Inputs,1004 Computer Headsets and Mics,5297.38,242,8.68
D102VX\R52,6/3/2019,1000 Inputs,1004 Computer Headsets and Mics,21428.88,981,5.59
